,page,country,rev_id,quality,population,region
30611,David Calvert (Australian politician),Australia,736651409,Stub,25.754,OCEANIA
30612,Ellis Dean,Australia,736651532,Stub,25.754,OCEANIA
30613,Charles Davies (Tasmanian politician),Australia,736651541,Stub,25.754,OCEANIA
30614,Kent Andrew,Australia,736658064,Stub,25.754,OCEANIA
30615,George Flowers,Australia,736662955,Stub,25.754,OCEANIA
30616,Carole Cains,Australia,736665610,Stub,25.754,OCEANIA
30617,Frederick Grubb (politician),Australia,736819361,Stub,25.754,OCEANIA
30618,Reg Hope,Australia,736819479,Stub,25.754,OCEANIA
30619,Hugh Hiscutt,Australia,736819489,Stub,25.754,OCEANIA
30620,Des Hiscutt,Australia,736819500,Stub,25.754,OCEANIA
30621,Frank Hart,Australia,736819504,Stub,25.754,OCEANIA
30622,Charles Hall (Australian politician),Australia,736819541,Stub,25.754,OCEANIA
30623,Ken Lowrie,Australia,736820133,Stub,25.754,OCEANIA
30624,Arthur Loone,Australia,736820143,Stub,25.754,OCEANIA
30625,Alexander Lillico,Australia,736820181,Stub,25.754,OCEANIA
30626,Andrew Lawson (Australian politician),Australia,736820187,Stub,25.754,OCEANIA
30627,Jean Moore,Australia,736820884,Stub,25.754,OCEANIA
30628,Thomas Murdoch (politician),Australia,736821000,Stub,25.754,OCEANIA
30629,Arthur Morrisby,Australia,736821029,Stub,25.754,OCEANIA
30630,Hubert Nichols,Australia,736821160,Stub,25.754,OCEANIA
30631,George Pitt (Australian politician),Australia,736821502,Stub,25.754,OCEANIA
30632,Hank Petrusma,Australia,736821510,Stub,25.754,OCEANIA
30633,Benjamin Pearsall,Australia,736821521,Stub,25.754,OCEANIA
30634,Alfred Page,Australia,736821553,Stub,25.754,OCEANIA
30635,Charles Russen,Australia,736821567,Stub,25.754,OCEANIA
30636,William Robinson (Tasmanian politician),Australia,736821572,Stub,25.754,OCEANIA
30637,William Strutt (politician),Australia,736822475,Stub,25.754,OCEANIA
30638,Ray Shipp,Australia,736822538,Stub,25.754,OCEANIA
30639,Tasman Shields,Australia,736822540,Stub,25.754,OCEANIA
30640,George Shaw (Tasmanian politician),Australia,736822547,Stub,25.754,OCEANIA
30641,Peter Schulze,Australia,736822554,Stub,25.754,OCEANIA
30642,Arthur Tattersall,Australia,736822578,Stub,25.754,OCEANIA
30643,William Williams (Tasmanian politician),Australia,736822674,Stub,25.754,OCEANIA
30644,Rex Jackson,Australia,736970090,C,25.754,OCEANIA
30645,Gracia Baylor,Australia,737322375,Stub,25.754,OCEANIA
30646,Phil Lockyer,Australia,737485660,Stub,25.754,OCEANIA
30647,Jason Boles,Australia,737631970,Stub,25.754,OCEANIA
30648,George Hall Jones,Australia,737651397,Stub,25.754,OCEANIA
30649,William North (politician),Australia,737651417,Stub,25.754,OCEANIA
30650,Alan Wardlaw,Australia,737671023,Stub,25.754,OCEANIA
30651,Albert Bendall,Australia,737671042,Stub,25.754,OCEANIA
30652,Alexander Evans (Australian politician),Australia,737671142,Stub,25.754,OCEANIA
30653,Alexander Marshall (Australian politician),Australia,737671168,Stub,25.754,OCEANIA
30654,Allen Hollingsworth,Australia,737671555,Stub,25.754,OCEANIA
30655,Arndell Lewis,Australia,737671708,Stub,25.754,OCEANIA
30656,Arthur Fenton,Australia,737671779,Stub,25.754,OCEANIA
30657,Boyd Dawkins,Australia,737673035,Start,25.754,OCEANIA
30658,Charles Best (politician),Australia,737718017,Stub,25.754,OCEANIA
30659,Charles Brown (Australian politician),Australia,737718032,Stub,25.754,OCEANIA
30660,Charles Fenton,Australia,737718096,Stub,25.754,OCEANIA
30661,Claude Barker,Australia,737718714,Stub,25.754,OCEANIA
30662,Colin Dunnage,Australia,737719056,Stub,25.754,OCEANIA
30663,Compton Archer,Australia,737719231,Stub,25.754,OCEANIA
30664,Daniel Hitchcock (politician),Australia,737719565,Stub,25.754,OCEANIA
30665,Dennis Lonergan,Australia,737720092,Stub,25.754,OCEANIA
30666,Dick Archer,Australia,737720134,Stub,25.754,OCEANIA
30667,Donald Keith Cameron,Australia,737720488,Stub,25.754,OCEANIA
30668,Dudley Octoman,Australia,737720789,Stub,25.754,OCEANIA
30669,Ernest Record,Australia,737721874,Stub,25.754,OCEANIA
30670,Frank Edwards (Australian politician),Australia,737722528,Stub,25.754,OCEANIA
30671,Fred Duncan,Australia,737723136,Stub,25.754,OCEANIA
30672,Geoffrey Green (politician),Australia,737723508,Stub,25.754,OCEANIA
30673,George Doyle (politician),Australia,737723742,Stub,25.754,OCEANIA
30674,George Fewster,Australia,737723767,Stub,25.754,OCEANIA
30675,George Keegan,Australia,737723964,Start,25.754,OCEANIA
30676,George Pollock (Australian politician),Australia,737724268,C,25.754,OCEANIA
30677,George White (Australian politician),Australia,737724488,Stub,25.754,OCEANIA
30678,George Whitten,Australia,737724492,Stub,25.754,OCEANIA
30679,Harold Brennan,Australia,737724865,Stub,25.754,OCEANIA
30680,Harry Braid,Australia,737724955,Stub,25.754,OCEANIA
30681,Harry Sullivan (politician),Australia,737725109,Stub,25.754,OCEANIA
30682,Hector McFie,Australia,737725130,Stub,25.754,OCEANIA
30683,Henry Bate (politician),Australia,737725187,Stub,25.754,OCEANIA
30684,Henry Dunks,Australia,737725208,Stub,25.754,OCEANIA
30685,Herbert Postle,Australia,737725281,Stub,25.754,OCEANIA
30686,Hubert O'Connell,Australia,737725398,Stub,25.754,OCEANIA
30687,Ivan Welsh,Australia,737725507,Stub,25.754,OCEANIA
30688,Jack Bice,Australia,737725547,Stub,25.754,OCEANIA
30689,Jack Olson (Australian politician),Australia,737725768,Stub,25.754,OCEANIA
30690,Jack Slater (politician),Australia,737725788,Stub,25.754,OCEANIA
30691,James Ferguson (Australian politician),Australia,737725916,Stub,25.754,OCEANIA
30692,Jim Dunford,Australia,737726228,Stub,25.754,OCEANIA
30693,John Coumbe,Australia,737791927,Stub,25.754,OCEANIA
30694,John Lee (Australian politician),Australia,737792284,Stub,25.754,OCEANIA
30695,John Murdoch (politician),Australia,737792458,Stub,25.754,OCEANIA
30696,John Wright (Tasmanian politician),Australia,737792652,Stub,25.754,OCEANIA
30697,Joseph Dixon (Australian politician),Australia,737792674,Stub,25.754,OCEANIA
30698,Kenneth Wheeler (politician),Australia,737792870,Stub,25.754,OCEANIA
30699,Les Hart (politician),Australia,737793102,Stub,25.754,OCEANIA
30700,Les MacFarlane,Australia,737793129,Stub,25.754,OCEANIA
30701,Leslie Procter,Australia,737793198,Stub,25.754,OCEANIA
30702,Lionel Carter,Australia,737793251,Start,25.754,OCEANIA
30703,Liz Andrew,Australia,737793303,Stub,25.754,OCEANIA
30704,Lloyd Carins,Australia,737793335,Stub,25.754,OCEANIA
30705,Mac Holten,Australia,737793457,Start,25.754,OCEANIA
30706,Mac Le Fevre,Australia,737793491,Stub,25.754,OCEANIA
30707,Mervyn Lakin,Australia,737793909,Stub,25.754,OCEANIA
30708,Murray Hill (politician),Australia,737794079,Start,25.754,OCEANIA
30709,Murray Vandepeer,Australia,737794127,Stub,25.754,OCEANIA
30710,Oliver Gregory,Australia,737794360,Stub,25.754,OCEANIA
30711,Percy Pollard,Australia,737794509,Stub,25.754,OCEANIA
30712,Peter Block (politician),Australia,737794542,Stub,25.754,OCEANIA
30713,Richard Geddes,Australia,737794987,Start,25.754,OCEANIA
30714,Richard Green (politician),Australia,737794989,Stub,25.754,OCEANIA
30715,Robbie Williams (politician),Australia,737795076,Stub,25.754,OCEANIA
30716,Robert Bell (Australian politician),Australia,737795099,Stub,25.754,OCEANIA
30717,Robert Harvey (Australian politician),Australia,737795141,Stub,25.754,OCEANIA
30718,Robert Medcalf,Australia,737795180,Stub,25.754,OCEANIA
30719,Robert Snowden (politician),Australia,737795213,Stub,25.754,OCEANIA
30720,Ron Withnall,Australia,737795338,Start,25.754,OCEANIA
30721,Ronald Hunt,Australia,737795347,Stub,25.754,OCEANIA
30722,Roy Abbott,Australia,737795405,Stub,25.754,OCEANIA
30723,Rupert Kentish,Australia,737795545,Stub,25.754,OCEANIA
30724,Rupert Shoobridge,Australia,737795549,Stub,25.754,OCEANIA
30725,Tanu Nona,Australia,737795796,Stub,25.754,OCEANIA
30726,Thomas Cheek (Australian politician),Australia,737795941,Stub,25.754,OCEANIA
30727,Thomas Tyrrell (politician),Australia,737796070,Stub,25.754,OCEANIA
30728,Victor George Springett,Australia,737796356,Stub,25.754,OCEANIA
30729,Walter Davis (politician),Australia,737796455,Stub,25.754,OCEANIA
30730,William Carey (politician),Australia,737796595,Stub,25.754,OCEANIA
30731,William Connell (Australian politician),Australia,737796615,Stub,25.754,OCEANIA
30732,William Dunbabin,Australia,737796635,Stub,25.754,OCEANIA
30733,Albrecht Feez,Australia,737959831,Stub,25.754,OCEANIA
30734,Alexander Pritchard,Australia,737959955,Stub,25.754,OCEANIA
30735,"Charles Fenton, Sr.",Australia,737960483,Stub,25.754,OCEANIA
30736,Donald Smith Wallace,Australia,737960776,Stub,25.754,OCEANIA
30737,Francis Horace Stubley,Australia,737960975,Stub,25.754,OCEANIA
30738,Frederick Augustus Forbes,Australia,737961034,Start,25.754,OCEANIA
30739,Frederick Cooper (politician),Australia,737961040,Stub,25.754,OCEANIA
30740,Graham Mylne,Australia,737961481,Start,25.754,OCEANIA
30741,Harris Nelson,Australia,737961496,Stub,25.754,OCEANIA
30742,Henry Edward Bright,Australia,737961548,Start,25.754,OCEANIA
30743,James Crombie (politician),Australia,737961829,Stub,25.754,OCEANIA
30744,John Gore Jones,Australia,737962484,Start,25.754,OCEANIA
30745,John Henry Brooke,Australia,737962530,Start,25.754,OCEANIA
30746,John Murphy (Queensland politician),Australia,737962830,Start,25.754,OCEANIA
30747,John Rogers (Australian politician),Australia,737962990,Stub,25.754,OCEANIA
30748,Joseph Leary,Australia,737963237,Stub,25.754,OCEANIA
30749,Mark Hammond (Australian politician),Australia,737963357,Stub,25.754,OCEANIA
30750,Niel Black,Australia,737963473,Stub,25.754,OCEANIA
30751,Richard O'Neill (politician),Australia,737963678,Stub,25.754,OCEANIA
30752,Robert Barbour (New South Wales politician),Australia,737963731,Stub,25.754,OCEANIA
30753,Robert Lyons (Australian politician),Australia,737963866,Stub,25.754,OCEANIA
30754,Robert Palmer Abbott,Australia,737963880,Stub,25.754,OCEANIA
30755,Robert Patterson (Australian politician),Australia,737963885,Stub,25.754,OCEANIA
30756,Thomas Price (Queensland politician),Australia,737971671,Stub,25.754,OCEANIA
30757,Walter Horatio Wilson,Australia,737971786,Start,25.754,OCEANIA
30758,William Bates (Australian politician),Australia,737971839,Stub,25.754,OCEANIA
30759,William Busby (politician),Australia,737971872,Stub,25.754,OCEANIA
30760,William Fowles,Australia,737971980,Start,25.754,OCEANIA
30761,William Rea (politician),Australia,737972387,Start,25.754,OCEANIA
30762,William Salkeld (politician),Australia,737972408,Stub,25.754,OCEANIA
30763,William Sheffield Paul,Australia,737972417,Start,25.754,OCEANIA
30764,Louis Goldring,Australia,738138685,Stub,25.754,OCEANIA
30765,John Pasquarelli,Australia,738292849,Stub,25.754,OCEANIA
30766,Percy Quirke,Australia,738627653,Stub,25.754,OCEANIA
30767,Stanley Cole (politician),Australia,738659139,Stub,25.754,OCEANIA
30768,James Hegney,Australia,739022102,Start,25.754,OCEANIA
30769,Angus Macdonald (diplomat),Australia,739513783,Stub,25.754,OCEANIA
30770,Wayde Smith,Australia,739532494,Stub,25.754,OCEANIA
30771,Dawn Lawrie,Australia,739957100,Stub,25.754,OCEANIA
30772,Robert Booth (Australian politician),Australia,740205548,Stub,25.754,OCEANIA
30773,William Harvie Christie,Australia,740558089,Stub,25.754,OCEANIA
30774,Dennis Stevenson,Australia,740599854,Start,25.754,OCEANIA
30775,John Gavan Duffy,Australia,740762556,Stub,25.754,OCEANIA
30776,Rick Setter,Australia,740805853,Stub,25.754,OCEANIA
30777,Rosemary Varty,Australia,741068349,Start,25.754,OCEANIA
30778,George Davenport (Queensland politician),Australia,742039265,Start,25.754,OCEANIA
30779,Peter White (1824–1901),Australia,742185070,Stub,25.754,OCEANIA
30780,Ray McPharlin,Australia,742187877,Stub,25.754,OCEANIA
30781,Harold King (politician),Australia,742372432,Stub,25.754,OCEANIA
30782,Frank Broun,Australia,742512546,Start,25.754,OCEANIA
30783,Ian Black (politician),Australia,743138345,Stub,25.754,OCEANIA
30784,Percy Colquhoun,Australia,743562047,C,25.754,OCEANIA
30785,Robert Barr (Australian politician),Australia,743700475,Stub,25.754,OCEANIA
30786,Bertie Johnston,Australia,744086722,Start,25.754,OCEANIA
30787,John McCall (politician),Australia,744973446,Start,25.754,OCEANIA
30788,Doone Kennedy,Australia,745550058,C,25.754,OCEANIA
30789,Edward Land,Australia,746420921,Stub,25.754,OCEANIA
30790,Joe Kruger (politician),Australia,746585353,Stub,25.754,OCEANIA
30791,John Kidd (politician),Australia,747389589,Stub,25.754,OCEANIA
30792,Arnold Piesse,Australia,747826568,Start,25.754,OCEANIA
30793,James Mirams,Australia,747908230,Stub,25.754,OCEANIA
30794,Coral Ross,Australia,748223081,Stub,25.754,OCEANIA
30795,Cuthbert Robert Blackett,Australia,748223112,Stub,25.754,OCEANIA
30796,Daniel Keen Congdon,Australia,748223274,Stub,25.754,OCEANIA
30797,Clement Giles,Australia,748223314,Stub,25.754,OCEANIA
30798,William Laidley,Australia,748227453,Stub,25.754,OCEANIA
30799,William McIntyre (Australian politician),Australia,748227680,Stub,25.754,OCEANIA
30800,William Patrick Cummins,Australia,748227857,Stub,25.754,OCEANIA
30801,George Frederick Stone,Australia,748228305,Stub,25.754,OCEANIA
30802,George Klewitz Soward,Australia,748228457,Stub,25.754,OCEANIA
30803,George Henry Bennett,Australia,748228490,Stub,25.754,OCEANIA
30804,David Boundy,Australia,748403143,Stub,25.754,OCEANIA
30805,David Buffett,Australia,748403148,Start,25.754,OCEANIA
30806,David McKenzie (South Australian politician),Australia,748403200,Stub,25.754,OCEANIA
30807,John C. Cawood,Australia,748404880,Stub,25.754,OCEANIA
30808,John Coghill (Australian politician),Australia,748404923,Stub,25.754,OCEANIA
30809,John Dobie,Australia,748405028,Stub,25.754,OCEANIA
30810,John Dawson (Australian politician),Australia,748405160,Stub,25.754,OCEANIA
30811,John Eales (Australian politician),Australia,748405207,Stub,25.754,OCEANIA
30812,John Eardley-Wimot,Australia,748405213,Stub,25.754,OCEANIA
30813,Walter Lamb,Australia,748419020,Stub,25.754,OCEANIA
30814,Walter Warne,Australia,748419038,Stub,25.754,OCEANIA
30815,Wayne Dropulich,Australia,748419056,Start,25.754,OCEANIA
30816,Victor Carrington,Australia,748419105,Stub,25.754,OCEANIA
30817,Victor Webster (politician),Australia,748419116,Stub,25.754,OCEANIA
30818,Richard Jones (1786–1852),Australia,748420498,Stub,25.754,OCEANIA
30819,George Bodey,Australia,748600884,Stub,25.754,OCEANIA
30820,George Crosby Gilmore,Australia,748600952,Stub,25.754,OCEANIA
30821,Jeffrey Spender (judge),Australia,748605482,Stub,25.754,OCEANIA
30822,Henry Dumbleton,Australia,748746184,Stub,25.754,OCEANIA
30823,John Miller (South Australian politician),Australia,748747371,Stub,25.754,OCEANIA
30824,John Morrice,Australia,748747416,Stub,25.754,OCEANIA
30825,John Randell,Australia,748747614,Stub,25.754,OCEANIA
30826,Edward Knox (Australian politician),Australia,748886319,Start,25.754,OCEANIA
30827,Edward Collinson,Australia,748886433,Stub,25.754,OCEANIA
30828,Edward Coles (Australian politician),Australia,748886449,Stub,25.754,OCEANIA
30829,Edward Broadhurst (politician),Australia,748886480,Stub,25.754,OCEANIA
30830,Ivens Buffett,Australia,748886959,Start,25.754,OCEANIA
30831,Holford Wettenhall,Australia,748887227,Stub,25.754,OCEANIA
30832,Hugh Wallace,Australia,748887295,Stub,25.754,OCEANIA
30833,Judyth Watson,Australia,748889147,Start,25.754,OCEANIA
30834,Robert Fitzgerald (pastoralist),Australia,748891869,Stub,25.754,OCEANIA
30835,Robert Homburg Jr.,Australia,748892139,Stub,25.754,OCEANIA
30836,Robert Jenkins (Australian politician),Australia,748892151,Stub,25.754,OCEANIA
30837,Robert Johnson (Australian politician),Australia,748892157,Stub,25.754,OCEANIA
30838,William Alderson,Australia,748892404,Stub,25.754,OCEANIA
30839,William Angus (Australian politician),Australia,748892541,Stub,25.754,OCEANIA
30840,William Batchelor,Australia,748892548,Stub,25.754,OCEANIA
30841,William Bradley (New South Wales colonial politician),Australia,748892613,Stub,25.754,OCEANIA
30842,William Brown (Tasmanian politician),Australia,748892679,Stub,25.754,OCEANIA
30843,William Byrnes,Australia,748892871,Stub,25.754,OCEANIA
30844,William Thurlow,Australia,748893307,Stub,25.754,OCEANIA
30845,Brian McGahen,Australia,748894956,Start,25.754,OCEANIA
30846,Henry Vivian Moyle,Australia,748895764,Stub,25.754,OCEANIA
30847,Herbert Richards,Australia,748895926,Stub,25.754,OCEANIA
30848,John Williams (New South Wales colonial politician),Australia,748896133,Stub,25.754,OCEANIA
30849,Joseph Angus Thomson,Australia,748896283,Stub,25.754,OCEANIA
30850,Ralph Robey,Australia,748899648,Stub,25.754,OCEANIA
30851,Randolph Want,Australia,748899670,Stub,25.754,OCEANIA
30852,Raymond Walsh,Australia,748899687,Stub,25.754,OCEANIA
30853,Reg Curren,Australia,748899708,Stub,25.754,OCEANIA
30854,Reg Hurst,Australia,748899713,Stub,25.754,OCEANIA
30855,Reginald Carter (politician),Australia,748899723,Stub,25.754,OCEANIA
30856,Tom Casey (Australian politician),Australia,748904652,Start,25.754,OCEANIA
30857,William Stewart (governor),Australia,748909251,Stub,25.754,OCEANIA
30858,Bob Hogg,Australia,748910017,Start,25.754,OCEANIA
30859,Ben McKay (politician),Australia,748910080,Stub,25.754,OCEANIA
30860,Hastings Elwin,Australia,748913464,Stub,25.754,OCEANIA
30861,Edward Ogilvie,Australia,749401965,Stub,25.754,OCEANIA
30862,James Comrie (politician),Australia,749405235,Stub,25.754,OCEANIA
30863,James Chisholm (politician),Australia,749405329,Stub,25.754,OCEANIA
30864,Elsie Curtin,Australia,749494667,Stub,25.754,OCEANIA
30865,Arthur Jeffreys,Australia,749569506,Stub,25.754,OCEANIA
30866,James C. Archer,Australia,749572014,Stub,25.754,OCEANIA
30867,James Bettington,Australia,749572200,Stub,25.754,OCEANIA
30868,James Blanksby,Australia,749572204,Stub,25.754,OCEANIA
30869,James Bowman (surgeon),Australia,749572220,Stub,25.754,OCEANIA
30870,James Buchanan (New South Wales politician),Australia,749572230,Stub,25.754,OCEANIA
30871,Leonard Darlot,Australia,749573193,Stub,25.754,OCEANIA
30872,Leslie Claude Hunkin,Australia,749573344,Stub,25.754,OCEANIA
30873,Stephen Stanley Parker,Australia,749580424,Start,25.754,OCEANIA
30874,William Halliday (politician),Australia,749581346,Stub,25.754,OCEANIA
30875,William Hardy (Australian politician),Australia,749581347,Stub,25.754,OCEANIA
30876,William Hellyer,Australia,749581402,Stub,25.754,OCEANIA
30877,William Innes (politician),Australia,749581492,Stub,25.754,OCEANIA
30878,William Jarvis (Australian politician),Australia,749581506,Stub,25.754,OCEANIA
30879,Ethel Bruce,Australia,749582025,Stub,25.754,OCEANIA
30880,Ernest Freeland,Australia,749582139,Stub,25.754,OCEANIA
30881,John Godfree,Australia,749582511,Stub,25.754,OCEANIA
30882,John Gough Waller,Australia,749582600,Stub,25.754,OCEANIA
30883,John Holden (Australian politician),Australia,749582816,Stub,25.754,OCEANIA
30884,Mary Jane Warnes,Australia,749583234,Start,25.754,OCEANIA
30885,Oscar Duhst,Australia,749585062,Stub,25.754,OCEANIA
30886,Arthur Hugh Inkster,Australia,749585302,Stub,25.754,OCEANIA
30887,William Day (Australian politician),Australia,749589982,Stub,25.754,OCEANIA
30888,William Faithfull,Australia,749590032,Stub,25.754,OCEANIA
30889,William Foster (New South Wales politician),Australia,749590053,Stub,25.754,OCEANIA
30890,William George Leeder,Australia,749590069,Stub,25.754,OCEANIA
30891,William George Pennington,Australia,749590075,Stub,25.754,OCEANIA
30892,Carmel Maher,Australia,749709340,Stub,25.754,OCEANIA
30893,"John Smith (New South Wales politician, born 1811)",Australia,749779877,Stub,25.754,OCEANIA
30894,John Wallace (Australian politician),Australia,749780196,Stub,25.754,OCEANIA
30895,Alick Osborne,Australia,749971896,Stub,25.754,OCEANIA
30896,Allan Robertson (politician),Australia,749971932,Stub,25.754,OCEANIA
30897,John Hughes (New South Wales politician),Australia,749972516,Stub,25.754,OCEANIA
30898,John Kinchela,Australia,749972561,Stub,25.754,OCEANIA
30899,John Lamb (Australian politician),Australia,749972569,Stub,25.754,OCEANIA
30900,John MacFarlane (New South Wales politician),Australia,749972810,Stub,25.754,OCEANIA
30901,John Marquis Hopkins,Australia,749972926,Stub,25.754,OCEANIA
30902,John Meagher (Australian politician),Australia,749972982,Stub,25.754,OCEANIA
30903,John McNamara (Australian politician),Australia,749973022,Stub,25.754,OCEANIA
30904,Frederick Gray (politician),Australia,750128512,Stub,25.754,OCEANIA
30905,Francis Oakes,Australia,750128666,Stub,25.754,OCEANIA
30906,Francis Lord,Australia,750128718,Stub,25.754,OCEANIA
30907,Francis Jettner,Australia,750128774,Stub,25.754,OCEANIA
30908,Frederick Birrell,Australia,750128975,Stub,25.754,OCEANIA
30909,Logan Howlett,Australia,750129451,Stub,25.754,OCEANIA
30910,Lyall Hall,Australia,750129610,Start,25.754,OCEANIA
30911,Nelson Lawson,Australia,750130485,Stub,25.754,OCEANIA
30912,Thomas Livingstone Learmonth,Australia,750135312,Start,25.754,OCEANIA
30913,Thomas Thompson (Australian politician),Australia,750135498,Stub,25.754,OCEANIA
30914,Alfred Hensman,Australia,750136612,Stub,25.754,OCEANIA
30915,Alfred Denison,Australia,750136649,Stub,25.754,OCEANIA
30916,List of Australian politicians,Australia,750137322,Stub,25.754,OCEANIA
30917,Mick Michael,Australia,750140065,Stub,25.754,OCEANIA
30918,Michael Moore (judge),Australia,750140120,Stub,25.754,OCEANIA
30919,Rowland Broadhurst Hill,Australia,750140832,Stub,25.754,OCEANIA
30920,Robert Lethbridge (politician),Australia,750141017,Stub,25.754,OCEANIA
30921,Robert Sparkes,Australia,750141154,Stub,25.754,OCEANIA
30922,Robert Macleod,Australia,750141347,Stub,25.754,OCEANIA
30923,Robert Weddell,Australia,750141555,Stub,25.754,OCEANIA
30924,Roger Chalk,Australia,750141582,Stub,25.754,OCEANIA
30925,Thomas Cadell (politician),Australia,750142271,Stub,25.754,OCEANIA
30926,Thomas Hood (Australian politician),Australia,750142654,Stub,25.754,OCEANIA
30927,Thomas Hawkins Smith,Australia,750142753,Stub,25.754,OCEANIA
30928,Albert Solomon,Australia,750152011,Stub,25.754,OCEANIA
30929,Alexander Douglas-Douglas,Australia,750152254,Start,25.754,OCEANIA
30930,Patrick Grant (Australian politician),Australia,750155448,Stub,25.754,OCEANIA
30931,Patrick Higgins (politician),Australia,750155886,Stub,25.754,OCEANIA
30932,Peter Reidy,Australia,750156208,Stub,25.754,OCEANIA
30933,Frederic Urquhart,Australia,750157027,Start,25.754,OCEANIA
30934,Friedrich Pflaum,Australia,750157051,Stub,25.754,OCEANIA
30935,Friedrich Wilhelm Paech,Australia,750157071,Stub,25.754,OCEANIA
30936,Gavin Keneally,Australia,750157314,Stub,25.754,OCEANIA
30937,Jack Hughes (trade unionist),Australia,750172891,Stub,25.754,OCEANIA
30938,Peter Allen (Australian politician),Australia,750398357,Stub,25.754,OCEANIA
30939,Don Banfield,Australia,751522671,Stub,25.754,OCEANIA
30940,Glen Pearson (Australian politician),Australia,751823064,Stub,25.754,OCEANIA
30941,Arthur Whyte,Australia,751824880,Stub,25.754,OCEANIA
30942,Albert Whitford (politician),Australia,753031014,Start,25.754,OCEANIA
30943,Darryl Chellis,Australia,753434302,Stub,25.754,OCEANIA
30944,Robert Landale,Australia,753508545,Stub,25.754,OCEANIA
30945,Delcia Kite,Australia,754010410,Stub,25.754,OCEANIA
30946,John Gunn (New South Wales politician),Australia,754909085,Stub,25.754,OCEANIA
30947,Don Dale,Australia,754923608,Stub,25.754,OCEANIA
30948,Walter Grose,Australia,754951888,Stub,25.754,OCEANIA
30949,William Anderson (Australian politician born 1853),Australia,754952015,Stub,25.754,OCEANIA
30950,Leslie Hollins,Australia,754953324,Stub,25.754,OCEANIA
30951,John William Castine,Australia,755300546,Stub,25.754,OCEANIA
30952,George Layman,Australia,755593909,Stub,25.754,OCEANIA
30953,Edmund Fosbery,Australia,755820448,Stub,25.754,OCEANIA
30954,Edward Warren (politician),Australia,755937346,Stub,25.754,OCEANIA
30955,Thomas Ashworth,Australia,756023943,Stub,25.754,OCEANIA
30956,Ellnor Grassby,Australia,756271174,C,25.754,OCEANIA
30957,Tony Doyle (politician),Australia,756430497,Stub,25.754,OCEANIA
30958,George Dunn (Australian politician),Australia,756548491,Start,25.754,OCEANIA
30959,Justine Keay,Australia,756718438,Stub,25.754,OCEANIA
30960,Andrew Wallace,Australia,756726111,Stub,25.754,OCEANIA
30961,Madeleine King,Australia,756824792,Stub,25.754,OCEANIA
30962,George Hubble,Australia,756850089,Start,25.754,OCEANIA
30963,Alexander Hean,Australia,756908656,Stub,25.754,OCEANIA
30964,Chris Lugg,Australia,756989117,Stub,25.754,OCEANIA
30965,Clare Martin,Australia,756989125,C,25.754,OCEANIA
30966,Daryl Manzie,Australia,756989182,Stub,25.754,OCEANIA
30967,Eric Poole (Australian politician),Australia,756989215,Stub,25.754,OCEANIA
30968,Fay Miller,Australia,756989235,Stub,25.754,OCEANIA
30969,Mike Reed (politician),Australia,756989345,Stub,25.754,OCEANIA
30970,Peter Styles (politician),Australia,756989466,Start,25.754,OCEANIA
30971,Phil Mitchell (politician),Australia,756989470,Stub,25.754,OCEANIA
30972,Stephen Dunham (politician),Australia,756989576,Stub,25.754,OCEANIA
30973,Stephen Hatton,Australia,756989578,Start,25.754,OCEANIA
30974,Steve Balch,Australia,756989587,Stub,25.754,OCEANIA
30975,Tim Baldwin,Australia,756989608,Stub,25.754,OCEANIA
30976,Dave Rugendyke,Australia,756992603,Stub,25.754,OCEANIA
30977,Malcolm Jones (politician),Australia,756994263,Stub,25.754,OCEANIA
30978,Peter Breen (Australian politician),Australia,756994473,Start,25.754,OCEANIA
30979,Peter Draper,Australia,756994487,Stub,25.754,OCEANIA
30980,Richard Jones (New South Wales politician),Australia,756994527,Stub,25.754,OCEANIA
30981,Roy Smith (Australian politician),Australia,756994568,Stub,25.754,OCEANIA
30982,Tony McGrane,Australia,756994725,Stub,25.754,OCEANIA
30983,Aaron Dillaway,Australia,756994979,Stub,25.754,OCEANIA
30984,Andrew Powell (politician),Australia,756995075,Start,25.754,OCEANIA
30985,Ann Leahy,Australia,756995098,Stub,25.754,OCEANIA
30986,Anthony Shorten,Australia,756995115,Stub,25.754,OCEANIA
30987,Bruce Young (politician),Australia,756995213,Stub,25.754,OCEANIA
30988,Chris Foley (Australian politician),Australia,756995297,Stub,25.754,OCEANIA
30989,Dale Last,Australia,756995327,Stub,25.754,OCEANIA
30990,David Crisafulli,Australia,756995360,Start,25.754,OCEANIA
30991,David Kempton,Australia,756995379,Stub,25.754,OCEANIA
30992,Ian Walker (politician),Australia,756995627,Start,25.754,OCEANIA
30993,Jason Costigan,Australia,756995677,Start,25.754,OCEANIA
30994,John Grant (Queensland politician),Australia,756995754,Start,25.754,OCEANIA
30995,John Hathaway (politician),Australia,756995762,Stub,25.754,OCEANIA
30996,Jon Krause,Australia,756995779,Stub,25.754,OCEANIA
30997,Lachlan Millar,Australia,756995828,Stub,25.754,OCEANIA
30998,Lex Bell,Australia,756995848,Start,25.754,OCEANIA
30999,Mark Boothman,Australia,756995893,Stub,25.754,OCEANIA
31000,Mark Robinson (Australian politician),Australia,756995897,Start,25.754,OCEANIA
31001,Michael Crandon,Australia,756995925,Stub,25.754,OCEANIA
