,rev_id,article_quality,page,country
40500,803597329,Stub,Kamal Ahmed (politician),Bahrain
40501,803597719,Start,Akila Viraj Kariyawasam,Sri Lanka
40502,803598562,Start,Edwin Batshu,Botswana
40503,803599612,C,Forbes Burnham,Guyana
40504,803599995,Stub,Khawaja Sheraz Mehmood,Pakistan
40505,803600005,Start,Syed Samsam Bukhari,Pakistan
40506,803600029,Start,Rana Asif Tauseef,Pakistan
40507,803601556,C,Pachacuti,Incan
40508,803602553,Start,Zhang Yang (warlord),China
40509,803608092,Start,Ismael Cortinas (politician),Uruguay
40510,803609950,C,Peter Munya,Kenya
40511,803610442,Start,Gapsin Coup,"Korea, South"
40512,803610960,Start,Nicolae Mătcaș,Moldova
40513,803611018,Stub,Martín Vizcarra,Peru
40514,803611453,Start,Head of the Republic of Dagestan,Dagestani
40515,803612787,C,Richard Sezibera,Rwanda
40516,803612934,Stub,Mimma Zavoli,Italy
40517,803612978,Start,Vanessa D'Ambrosio,San Marino
40518,803613319,Stub,Enrico Carattoni,San Marino
40519,803614498,Stub,Sahibzada Farooq Ali,Pakistan
40520,803614734,Start,Thomas Zwiefelhofer,Liechtenstein
40521,803614766,Start,Marlies Amann-Marxer,Liechtenstein
40522,803615320,C,Christopher Soames,United Kingdom
40523,803615694,Start,Filomena Mascarenhas Tipote,Guinea-Bissau
40524,803615826,C,Taur Matan Ruak,East Timorese
40525,803617426,Start,Marianne Borgen,Norway
40526,803617686,Start,Khojaste Bagherzadeh,Iran
40527,803618569,C,"Henry Loch, 1st Baron Loch",Cape Colony
40528,803618918,GA,Robert Coryndon,Kenya
40529,803619692,Stub,Bear's Rib,United States
40530,803620246,C,John Bredenkamp,Rhodesian
40531,803620715,C,Abba Ahimeir,Israel
40532,803621657,C,Krishna Tirath,India
40533,803622430,Stub,Wu Hongbo,China
40534,803622762,Stub,Paul Singer (politician),Germany
40535,803624949,Start,Yehiel Hazan,Israel
40536,803624982,C,Georgy Arbatov,Russia
40537,803630374,Start,José Maria de Sousa Horta e Costa,Portugal
40538,803634180,B,Lü Bu,Mongolia
40539,803637838,Start,Henri Peyroux de la Coudreniere,France
40540,803638786,Start,Hysen Hoxha,Albania
40541,803641214,Start,Antoine Mboumbou Miyakou,Gabon
40542,803642740,Start,Gopal Rajwani,India
40543,803642957,C,Alfred Duraiappah,Sri Lanka
40544,803644025,Stub,Jack Ranguma,Kenya
40545,803644794,Start,Luc Ayang,Cameroon
40546,803645146,GA,Don Meredith (politician),Canada
40547,803645251,Start,Nawal al-Hawsawi,Saudi Arabia
40548,803646352,C,Elizabeth Maria Molteno,South Africa
40549,803646560,GA,Empress Genmei,Japan
40550,803646673,Start,Catherine Barbaroux,France
40551,803646952,C,Hatuey de Camps,Dominican Republic
40552,803647093,Start,Jan Gulbrandsen,Norway
40553,803648860,Stub,Stephen Boyd (attorney),United States
40554,803650457,Start,Hein Vos,Netherlands
40555,803652448,Start,Marcel Gatsinzi,Rwanda
40556,803652453,GA,Émile Janvion,France
40557,803652579,Start,Gila Martow,Canada
40558,803652657,FA,Omar Bongo,Gabon
40559,803654190,C,Francisco Louçã,Portugal
40560,803654496,Stub,Johann Heermann (politician),Germany
40561,803655118,Start,Fernando Buesa,Spain
40562,803656387,Start,Djóni í Geil,Faroese
40563,803657909,Stub,Khaqan Abbasi,Pakistan
40564,803658297,FA,Faisal of Saudi Arabia,Saudi Arabia
40565,803658529,C,František Palacký,Czech Republic
40566,803660025,Stub,Camilla Ravera,Italy
40567,803661441,C,Marian Kotleba,Slovakia
40568,803661752,Stub,Valery Shantsev,Russia
40569,803663737,C,Lord Buckethead,United Kingdom
40570,803664157,Stub,Ma’alim Ali Aden,Somalia
40571,803664269,Start,Lúcia Lobato,East Timorese
40572,803664360,Start,Fei Hsi-ping,Taiwan
40573,803664814,Stub,Francisco Soberón,Peru
40574,803666934,Stub,Igor Koshin,Russia
40575,803669976,Start,Edmund Heines,Germany
40576,803670084,B,Catherine Ashton,United Kingdom
40577,803671671,GA,Joseph Pararajasingham,Sri Lanka
40578,803673359,Start,Linda Cooper (politician),New Zealand
40579,803673614,Start,Ben Sandford,New Zealand
40580,803674050,Start,Damian Light,New Zealand
40581,803674587,Start,Badara Joof,Gambia
40582,803674894,Start,Schafik Handal,Salvadoran
40583,803675272,Stub,Myint Maung,Myanmar
40584,803675850,C,Elena Stasova,Russia
40585,803676090,FA,Christian Rakovsky,Romania
40586,803676377,Stub,Bahare Arvin,Iran
40587,803676909,C,Larry Silva,Philippines
40588,803677249,Stub,Mukhtiar Ahmad Junejo,Pakistan
40589,803678388,C,Phumzile Mlambo-Ngcuka,South Africa
40590,803679888,C,Bojang of Goguryeo,China
40591,803679942,Stub,James E. Smith (politician),United States
40592,803680249,C,Sergey Glazyev,Russia
40593,803686558,Stub,Mullah Mohammad Hasan,Afghanistan
40594,803691519,Start,Ben-Zion Meir Hai Uziel,Israel
40595,803692835,Start,Philip Willkie,United States
40596,803693853,Start,Jennifer Ho,United States
40597,803695877,Start,Xi Qia,China
40598,803697955,C,Peter Šťastný,Slovakia
40599,803698976,Start,Celia Villalobos,Spain
40600,803700720,Start,Vadym Eugenovych Ivchenko,Ukraine
40601,803705358,Stub,Abd an-Nabi Abd al-Qadir Mursal,Sudan
40602,803705974,B,Mohammad Najibullah,Afghanistan
40603,803706243,Stub,Abdul Rahim Hatif,Afghanistan
40604,803706391,Start,Vicente Duterte,Philippines
40605,803706453,Stub,Emilia Molina Cruz,Costa Rica
40606,803707427,C,Billy Tauzin,United States
40607,803709059,Start,Richard Akinwande Savage,Nigeria
40608,803709392,C,Irwandi Yusuf,Indonesia
40609,803709580,Start,Lee E. Goodman,United States
40610,803709959,Stub,Miroslav Kostelka,Czech Republic
40611,803710066,Stub,John McCreedy,Canada
40612,803710731,Start,Yoko Alender,Estonia
40613,803713107,Start,Tarkeshwari Sinha,India
40614,803713970,Start,Amy Dacey,United States
40615,803715294,Start,Jo Giles,New Zealand
40616,803717504,Stub,Laëtitia Saint-Paul,France
40617,803718673,C,Richard J. Daley,Ireland
40618,803723623,Stub,Katrin Sjögren,Finland
40619,803724689,C,Marty Walsh (politician),Ireland
40620,803727605,Stub,Bhupinder Singh (New Zealand cricketer),New Zealand
40621,803728999,Start,S. D. Bandaranayake,Sri Lanka
40622,803729648,C,Stephen Allen Benson,Liberia
40623,803730365,C,Tao Qian (Han dynasty),China
40624,803730446,Start,David Lansana,Sierra Leone
40625,803736389,GA,Talib al-Naqib,Iraq
40626,803736821,C,Bernardo O'Higgins,Chile
40627,803737342,C,George Borg Olivier,Malta
40628,803737361,Start,Sutiyoso,Indonesia
40629,803737504,C,Michael Somare,Papua New Guinea
40630,803737879,B,John Compton,Saint Lucian
40631,803738015,C,Henry Bunny,New Zealand
40632,803739565,Start,John Fearns Nicoll,Trinidad and Tobago
40633,803740549,C,Mr. II,Tanzania
40634,803740958,C,Earle Page,Australia
40635,803744818,C,Mohamed Oufkir,Morocco
40636,803745076,Start,Korn Dabbaransi,Thailand
40637,803747175,Start,List of Presidents of Iraq,Iraq
40638,803747658,B,List of Prime Ministers of Iraq,Iraq
40639,803747865,Start,Adem Grabovci,Kosovo
40640,803747951,Start,Bahia Massoundi,Comoros
40641,803748036,Stub,Abul Hasan Chowdhury,Bangladesh
40642,803748822,Stub,Bahram Parsaei,Iran
40643,803749182,Stub,Khodair al-Khozaei,Iraq
40644,803750637,Stub,Abu Kasanbata,Ghana
40645,803752129,C,Ian Macdonald (New South Wales politician),Australia
40646,803752444,Stub,Nassir Nuh Abdi,Kenya
40647,803753209,C,John Moran Bailey,United States
40648,803753224,C,Giuseppe Govone,Italy
40649,803753307,C,Zinaida Greceanîi,Moldova
40650,803753326,C,Ferdinand Mannlicher,Austria
40651,803753328,Stub,Alexandru Tănase,Moldova
40652,803753330,Stub,Vladimir Hotineanu,Moldova
40653,803753333,Stub,Valeriu Cosarciuc,Moldova
40654,803753335,Stub,Leonid Bujor,Moldova
40655,803753339,Stub,Alexandru Oleinic,Moldova
40656,803753345,Stub,Valentina Buliga,Moldova
40657,803753348,Stub,Marcel Răducan,Moldova
40658,803753354,Start,Dumitru Diacov,Moldova
40659,803753358,Stub,Vasile Ursu,Moldova
40660,803753359,Stub,Vadim Cojocaru,Moldova
40661,803753362,Stub,Oleg Bodrug,Moldova
40662,803753368,Stub,Ion Pleșca,Moldova
40663,803753370,Stub,Iurie Colesnic,Moldova
40664,803753371,Stub,Anatolie Ghilaș,Moldova
40665,803753373,Stub,Nicolae Dabija (politician),Moldova
40666,803753375,Stub,Vasile Șoimaru,Moldova
40667,803753382,Stub,Tudor Gheorghe Țopa,Moldova
40668,803753384,Stub,Mihai Poiată,Moldova
40669,803753390,Stub,Vasile Vatamanu,Moldova
40670,803753391,Stub,Alecu Reniță,Moldova
40671,803753394,Stub,Ion Ungureanu,Moldova
40672,803753396,Stub,Victor Stepaniuc,Moldova
40673,803753402,Stub,Nicolae Țâu,Moldova
40674,803753406,Stub,Gheorghe Amihalachioaie,Moldova
40675,803753414,Stub,Victor Pușcaș,Moldova
40676,803753417,Stub,Marius Lazurca,Romania
40677,803753450,B,Nichita Smochină,Moldova
40678,803753451,Stub,Grigore Belostecinic,Moldova
40679,803753795,B,Mohammad Khatami,Iran
40680,803756073,Start,Majid Kavian,Iran
40681,803756431,Start,Kim Sul-song,"Korea, North"
40682,803756451,Start,Abdul Rahman Haji Ahmadi,Iran
40683,803756614,C,Paul Bremer,Iraq
40684,803757524,C,Yusuf Salman Yusuf,Iraq
40685,803758944,Start,Anyu Angelov,Bulgaria
40686,803759029,Start,Nikolai Tsonev,Bulgaria
40687,803760201,Start,Corinne Cahen,Luxembourg
40688,803761597,C,Adrien Houngbédji,Benin
40689,803761719,Start,A. F. M. Ahsanuddin Chowdhury,Bangladesh
40690,803764448,Start,Yan Xiang (Han dynasty),China
40691,803766160,Start,Mona Keijzer,Netherlands
40692,803766771,GA,Women's political participation in India,India
40693,803767746,Stub,Aleksandr Hudilainen,Russia
40694,803769154,Stub,Hamad Rashid Mohamed,Tanzania
40695,803769577,Start,Stanisław Haller,Poland
40696,803770181,Stub,Ram Karki,Nepal
40697,803772024,C,Charles IX of Sweden,Sweden
40698,803772608,C,Greg Hyatt,United States
40699,803774230,Start,Salimata Sawadogo,Burkina Faso
40700,803774981,C,Abdur Razzaq (politician),Bangladesh
40701,803775010,Start,Abdus Salam Talukder,Bangladesh
40702,803775914,C,Abdul Rashid Dostum,Afghanistan
40703,803776236,Start,Binyamin Ze'ev Kahane,Israel
40704,803779326,C,Guo Si,China
40705,803780299,Start,Abu Sayeed,Bangladesh
40706,803780975,C,Turki bin Abdullah bin Muhammad,Saudi Arabia
40707,803782080,C,Carl Katter,Australia
40708,803782291,Start,List of Ministers of Finance of Romania,Romania
40709,803782960,C,Maria Zakharova,Russia
40710,803783591,C,Oskar von Hindenburg,Germany
40711,803784152,C,Nathaniel Tan,Malaysia
40712,803785611,Start,John Rwangombwa,Rwanda
40713,803787494,C,Stjepan Radić,Croatia
40714,803787562,Start,Umirzak Shukeyev,Kazakhstan
40715,803789782,FA,Cuba under Fidel Castro,Cuba
40716,803791627,C,Liu Yongfu,China
40717,803791949,GA,Yevgeny Primakov,Russia
40718,803792208,Stub,Hafeez Ur Rehman,Pakistan
40719,803792380,GA,Abdur Rahman Khan,Afghanistan
40720,803793256,Stub,Martin Barták,Czech Republic
40721,803794146,Stub,Khee Liang Phoa,Netherlands
40722,803794383,Start,Karolína Peake,Czech Republic
40723,803794701,Stub,Shalbay Kulmakhanov,Kazakhstan
40724,803794730,Stub,Zamanbek Nurkadilov,Kazakhstan
40725,803796234,Stub,Dorothy Nyembe,South Africa
40726,803797669,C,Megawati Sukarnoputri,Indonesia
40727,803799302,Stub,Alhassan Bashir Fuseini,Ghana
40728,803800617,Start,Jamleck Irungu Kamau,Kenya
40729,803804000,Stub,Stanislas de Castellane,France
40730,803808871,Stub,Arnoldo José Avilés García,Hondura
40731,803809615,Start,Tiny Kox,Netherlands
40732,803810384,Start,Ali Hassan Mwinyi,Tanzania
40733,803811435,Stub,Vice-President of Kiribati,Kiribati
40734,803811488,Start,Teima Onorio,Kiribati
40735,803812011,Start,List of heads of state of Chad,Chad
40736,803812055,Start,Foto Çami,Albania
40737,803813344,Start,Abdallah ben Aisha,Morocco
40738,803813597,C,David McReynolds,United States
40739,803814361,Stub,Jean-Léonce Dupont,France
40740,803815262,C,Yitzhak Ben-Zvi,Israel
40741,803815362,C,Gordon Coates,New Zealand
40742,803815872,Start,Dominic Dim Deng,Sudan
40743,803816250,Start,Sumaira Malik,Pakistan
40744,803816260,C,Foumakoye Gado,Niger
40745,803817290,Start,Samir Murad,Jordan
40746,803818094,Stub,Medar Shtylla,Albania
40747,803820918,Start,Robert Guéï,Ivorian
40748,803821108,C,Richard J. Daronco,United States
40749,803821406,Stub,Muhammad Najib ar-Ruba'i,Iraq
40750,803821448,Start,List of heads of state of Ivory Coast,Ivorian
40751,803822496,B,Ashab Uddin Ahmad,Bangladesh
40752,803823660,Stub,Nawabzada Lashkari Raisani,Pakistan
40753,803824042,Stub,Tomoya Hosoda,Japan
40754,803824147,Stub,Dzulmi Eldin,Indonesia
40755,803825364,Start,Mykhailo Reznik,Ukraine
40756,803826540,GA,Stav Shaffir,Israel
40757,803826668,Start,Ahmed Gamal El Segini,Egypt
40758,803826822,C,San Yu,Myanmar
40759,803826993,C,Leiden University,Netherlands
40760,803830996,Stub,Đorđe Vojnović,Croatia
40761,803834149,C,Mukhtar Ansari,India
40762,803834962,Start,Ivelisse Prats Ramírez,Dominican Republic
40763,803835166,C,Malcolm MacDonald,Kenya
40764,803835401,Stub,Coronado Chávez,Hondura
40765,803835406,Start,Sunaryati Hartono,Indonesia
40766,803835755,Start,Florencio Xatruch,Hondura
40767,803836305,Start,Ramón Villeda Morales,Hondura
40768,803836472,Stub,Roberto Suazo Córdova,Hondura
40769,803836551,C,Rafael Leonardo Callejas Romero,Hondura
40770,803838269,Start,Kim Un-yong,South Korean
40771,803839807,Stub,Ricardo Rio,Portugal
40772,803840616,Start,François de Rugy,France
40773,803840750,C,Dominique de Villepin,France
40774,803841397,Start,Azra Jafari,Afghanistan
40775,803841881,GA,François Fillon,France
40776,803845101,C,Bertrand Delanoë,France
40777,803845293,C,Yair Lapid,Israel
40778,803846718,Stub,Catarina Martins,Portugal
40779,803846864,Start,Dieter Althaus,Germany
40780,803846896,Start,Yūko Obuchi,Japan
40781,803847313,Stub,Michelle Yesudas,Malaysia
40782,803851630,Start,Mariama Gamatié Bayard,Niger
40783,803851823,Start,Enrique Manalo,Philippines
40784,803852457,B,Chamlong Srimuang,Thailand
40785,803852940,C,Pramarn Adireksarn,Thailand
40786,803853308,Stub,Thammarak Isarangkura na Ayudhaya,Thailand
40787,803853877,Stub,Bhichit Rattakul,Thailand
40788,803854781,C,Yangmaso Shaiza,India
40789,803858875,C,Dragan Markovina,Croatia
40790,803861531,Start,Georgi Pirinski Jr.,Bulgaria
40791,803863146,GA,Gonzalo Méndez de Canço,Spain
40792,803864382,Stub,Sybilla Dekker,Netherlands
40793,803865819,Stub,Arthur Bernardes,Brazil
40794,803866631,Start,Luckner Cambronne,Haiti
40795,803868218,Start,Jacques Bihozagara,Rwanda
40796,803868393,C,Walter Rodney,Guyana
40797,803870165,C,Aref Ali Nayed,Libya
40798,803870832,Start,Vice President of Ecuador,Ecuador
40799,803870918,C,Susi Pudjiastuti,Indonesia
40800,803872492,GA,Monte Kwinter,Canada
40801,803872886,C,Tin Aung Myint Oo,Myanmar
40802,803872975,Start,Amram Mitzna,Israel
40803,803873640,Start,Queen Tripurasundari of Nepal,Nepal
40804,803874322,C,Franak Viacorka,Belarus
40805,803874700,Start,Fan Chou,China
40806,803874765,B,Rafael Correa,Ecuador
40807,803874981,Start,Tahura Ali,Bangladesh
40808,803876308,Stub,Max Marambio,Chile
40809,803876378,Stub,France Jamet,France
40810,803876677,Start,Patrick van Rensburg,Botswana
40811,803879940,Start,Faisal Subzwari,Pakistan
40812,803880227,Start,Roderic O'Gorman,Ireland
40813,803880819,GA,Asma Jahangir,Pakistan
40814,803882348,Start,Minister for Consumer Affairs (Sweden),Sweden
40815,803882718,Stub,Knut Olav Åmås,Norway
40816,803883142,Start,Zhang Song,China
40817,803883249,Stub,Lawrence Mushwana,South Africa
40818,803883259,Stub,Joep Baartmans-van den Boogaart,Netherlands
40819,803885243,Start,Justo José de Urquiza,Argentina
40820,803886588,Start,John Malecela,Tanzania
40821,803887090,GA,Wilfrid Kent Hughes,Australia
40822,803887860,Start,Emilia Contessa,Indonesia
40823,803890353,Start,Francesco Fortugno,Italy
40824,803891543,C,Babatunde Fowler,Nigeria
40825,803892036,Start,Francesco Loredan,Italy
40826,803893858,Start,Jakub Berman,Poland
40827,803894090,C,Sumitra Mahajan,India
40828,803895215,GA,Zafarullah Khan Jamali,Pakistan
40829,803896472,Stub,A.R. Jamali,Pakistan
40830,803899998,C,Jasper Tsang,China
40831,803900554,C,David Marshall (Singaporean politician),Singapore
40832,803901409,Start,Yul Servo,Philippines
40833,803901720,Stub,Teiko Kihira,Japan
40834,803903235,C,Francis Awesa,Papua New Guinea
40835,803904768,Stub,Badih Chaaban,South Africa
40836,803906441,C,Albert Jennings Fountain,United States
40837,803907595,C,Yusuf Mohammed Siad,Somalia
40838,803907997,Start,Yolanda Barcina,Spain
40839,803908247,GA,Eduardo Castro Luque,Mexico
40840,803908887,Start,Francis Dundas,Cape Colony
40841,803910216,GA,Francis Escudero,Philippines
40842,803910313,C,Fatali Khan Khoyski,Azerbaijan
40843,803910324,Start,Ester Fanous,Egypt
40844,803910344,C,Ye Jianying,China
40845,803912827,Stub,Francis Gledhill,New Zealand
40846,803912924,Start,Francis Goldsmid,United Kingdom
40847,803913690,C,Jimmy Edwards,United Kingdom
40848,803914924,C,Wajihuddin Ahmed,Pakistan
40849,803916458,Start,Dmytro Svyatash,Ukraine
40850,803917686,C,Kenny Anthony,Saint Lucian
40851,803917695,C,Eduardo Frei Montalva,Chile
40852,803918443,Start,Ike Awgu,Canada
40853,803919095,Stub,Agnes Penemulungu,Malawi
40854,803919487,Start,Justiniano Borja,Philippines
40855,803920359,C,Alessandro Fortis,Italy
40856,803920436,C,Luigi Luzzatti,Italy
40857,803920520,Start,Paolo Boselli,Italy
40858,803920747,C,Edouard Izac,United States
40859,803921690,Start,Adone Zoli,Italy
40860,803922357,Start,Giovanni Goria,Italy
40861,803923326,Stub,Purushottam Kaushik,India
40862,803923658,FA,Ion Antonescu,Romania
40863,803924619,Stub,Dany Toussaint,Haiti
40864,803925616,C,Dogsomyn Bodoo,Mongolia
40865,803926622,GA,Francis Marus,Papua New Guinea
40866,803926823,Stub,Millie Miller,United Kingdom
40867,803927017,C,Amin al-Hafiz,Syria
40868,803927035,C,Ana Vilma de Escobar,Salvadoran
40869,803927053,C,Anandyn Amar,Mongolia
40870,803927123,Start,Tsengeltiin Jigjidjav,Mongolia
40871,803927251,C,Eric Moonman,United Kingdom
40872,803927279,Start,Dilip Tirkey,India
40873,803927452,C,Peljidiin Genden,Mongolia
40874,803928019,B,Presidency of Mahmoud Ahmadinejad,Iran
40875,803928072,Stub,John Ngu Foncha,Cameroon
40876,803928076,Start,Francis Muthaura,Kenya
40877,803928118,C,Presidency of Mohammad Khatami,Iran
40878,803928347,C,Jambyn Batmönkh,Mongolia
40879,803928454,Start,Dumaagiin Sodnom,Mongolia
40880,803928671,Start,Sharavyn Gungaadorj,Mongolia
40881,803928805,Start,Puntsagiin Jasrai,Mongolia
40882,803928869,Start,Mendsaikhany Enkhsaikhan,Mongolia
40883,803929025,Start,Janlavyn Narantsatsralt,Mongolia
40884,803929100,Start,Rinchinnyamyn Amarjargal,Mongolia
40885,803929204,Start,Francis Ole Kaparo,Kenya
40886,803929238,Start,Abduhalim Nazarzoda,Tajikistan
40887,803929264,C,Francis Ona,Papua New Guinea
40888,803929320,C,Miyeegombyn Enkhbold,Mongolia
40889,803929525,Start,"Faisal bin Turki, Sultan of Muscat and Oman",Omani
40890,803929984,Start,Sükhbaataryn Batbold,Mongolia
40891,803930046,Start,Norovyn Altankhuyag,Mongolia
40892,803930104,C,Chimediin Saikhanbileg,Mongolia
40893,803930177,FA,Don Dunstan,Australia
40894,803930779,C,Nerene Virgin,Canada
40895,803930855,Start,Beatriz Allende,Chile
40896,803931230,Stub,Branko Mikša,Croatia
40897,803931432,FA,Hugh Gaitskell,United Kingdom
40898,803931854,Start,Giasuddin Al Mamun,Bangladesh
40899,803931974,Start,John J. Kennedy (New York State Treasurer),United States
40900,803932329,C,Jean Jaurès,France
40901,803932467,Stub,Zaw Htay,Myanmar
40902,803932580,Start,Ludwig von Cobenzl,Austria
40903,803932725,Start,Francis Potape,Papua New Guinea
40904,803932898,C,Hamdan bin Zayed bin Sultan Al Nahyan,United Arab Emirates
40905,803932904,GA,Ehud Olmert,Israel
40906,803933397,B,David Paterson,United States
40907,803933472,Stub,Erzsébet Metzker Vass,Hungary
40908,803934346,C,Viktor Khristenko,Russia
40909,803934729,Start,Frederick Carter,Canada
40910,803935405,C,Nagabhairava Jaya Prakash Narayana,India
40911,803936488,C,Mehriban Aliyeva,Azerbaijan
40912,803936809,Stub,Asaduzzaman Khan (politician),Bangladesh
40913,803936929,C,Lon Non,Cambodia
40914,803936986,Start,Lon Nil,Cambodia
40915,803937693,Start,Ahmad Alirezabeigi,Iran
40916,803939357,C,Presidency of Akbar Hashemi Rafsanjani,Iran
40917,803939628,Stub,Kalina Balabanova,Bulgaria
40918,803939660,Start,Fatima Begum (politician),Pakistan
40919,803941004,C,Francis Wodié,Ivorian
40920,803941485,C,Andrei Zhdanov,Russia
40921,803941497,Stub,Pan Jun,China
40922,803942011,Start,Heorhiy Kirpa,Ukraine
40923,803942872,Start,Francis van Aarssens,Belgium
40924,803946015,GA,Tito Sotto,Philippines
40925,803946300,Start,Bob McLeod (politician),Canada
40926,803953141,Start,Francisco Guerrero (politician),United States
40927,803953524,Stub,Francisco Higino Carneiro,Angola
40928,803954739,Stub,Michael Dingake,Botswana
40929,803955392,Start,Francisco Javier Errázuriz Talavera,Chile
40930,803955866,Start,John Kriesel,United States
40931,803956502,Start,Patrick Balkany,France
40932,803956760,Start,Luis N. Morones,Mexico
40933,803958141,Stub,Francisco Larcher,Argentina
40934,803960537,Stub,Francesco Martino (politician),Italy
40935,803960663,Stub,Francisco Martins Rodrigues,Portugal
40936,803961914,C,Jóhanna Sigurðardóttir,Iceland
40937,803962675,Start,Francisco Nef,Chile
40938,803963084,Start,Desiderio Alberto Arnaz II,Cuba
40939,803964174,C,Marcia Freedman,Israel
40940,803964189,FA,Douglas MacArthur,United States
40941,803965612,C,Ahmed Ben Bella,Algeria
40942,803966337,Stub,Lun Thi,Myanmar
40943,803966825,C,Francisco I. Madero,Mexico
40944,803967246,GA,José Mujica,Uruguay
40945,803969836,C,Francisco Xavier do Amaral,East Timorese
40946,803970396,Start,Dair Asanov,Kyrgyzstan
40947,803970720,C,Families in the Oireachtas,Ireland
40948,803971492,Stub,Augusto Aubry,Italy
40949,803972180,Start,Francisco de Montejo (the Nephew),Spain
40950,803972185,Start,Francisco de Montejo the Younger,Spain
40951,803972261,C,Phạm Văn Đồng,Vietnam
40952,803972330,C,Francisco de Narváez,Colombia
40953,803973130,Stub,Francisco de Vargas,Paraguay
40954,803973415,B,Steven Fletcher (politician),Canada
40955,803974546,C,Gina Lopez,Philippines
40956,803976134,C,Anastasio Somoza Debayle,Nicaragua
40957,803976340,Start,Luis Somoza Debayle,Nicaragua
40958,803976908,C,Anastasio Somoza García,Nicaragua
40959,803977146,Start,Alyaksandr Kazulin,Belarus
40960,803977666,Start,Franck Biancheri,France
40961,803977784,C,Zury Ríos,Guatemala
40962,803977902,Stub,Víctor Manuel Román y Reyes,Nicaragua
40963,803978207,Stub,René Schick,Nicaragua
40964,803978304,Stub,Enrique Peralta Azurdia,Guatemala
40965,803978387,Stub,Lorenzo Guerrero,Nicaragua
40966,803978416,Stub,Guillermo Flores Avendaño,Guatemala
40967,803978640,Start,Luis Arturo González López,Guatemala
40968,803978866,Stub,Ángel Aníbal Guevara,Guatemala
40969,803978925,Stub,Gustavo Adolfo Espina Salguero,Guatemala
40970,803979531,Stub,Franck Riester,France
40971,803980721,Start,James Yems,New Zealand
40972,803981254,Start,Anne Holt,Norway
40973,803981259,Stub,Zhang Shijie,China
40974,803982655,C,Azmi Bishara,Israel
40975,803983051,Start,List of colonial governors and administrators of Kenya,Kenya
40976,803983131,B,Ahmad Shah Massoud,Afghanistan
40977,803983301,Start,Petr Ježek,Czech Republic
40978,803985886,Stub,Frank Reid Murphy,Australia
40979,803986413,Stub,Mayer Carl von Rothschild,Germany
40980,803987067,C,Franco Parisi,Chile
40981,803988259,C,Abdalá Bucaram Jr.,Ecuador
40982,803989013,Stub,Franco Trappoli,Italy
40983,803989083,GA,Jeffrey Archer,United Kingdom
40984,803991402,Stub,Josep Maria de Porcioles i Colomer,Spain
40985,803992334,Start,Franjo Arapović,Croatia
40986,803993760,Start,Minkailu Mansaray,Sierra Leone
40987,803994295,Start,Cleopa Kilonzo Mailu,Kenya
40988,803994416,Start,Ensaf Haidar,Saudi Arabia
40989,803994547,C,Sahra Wagenknecht,Germany
40990,803994571,Stub,Yves Bouthillier,France
40991,803995478,C,George Moscone,United States
40992,803997767,Start,Eileen Cummings,Australia
40993,803998461,C,Frank Bernasko,Ghana
40994,803999163,C,Ljubiša Preletačević,Serbia
40995,804003806,Start,Ellen Lord,United States
40996,804003997,C,Grace Benny,Australia
40997,804006863,FA,Corneliu Zelea Codreanu,Romania
40998,804007882,Start,Dolgorsürengiin Sumyaabazar,Mongolia
40999,804009781,Stub,Syed Sheh Shahabudin,Malaysia
41000,804010350,Start,Raatbek Sanatbayev,Kyrgyzstan
41001,804010623,Stub,Charles William Wyatt,New Zealand
41002,804011932,Stub,Ruhul Quddus Talukdar,Bangladesh
41003,804012961,Start,Frank Fahy,Ireland
41004,804014798,FA,Steve Biko,South Africa
41005,804015004,Start,Tawfiq-e-Elahi Chowdhury,Bangladesh
41006,804016019,Start,Frank Goldsmith,United Kingdom
41007,804016574,Stub,Ibrahim Alizade,Iran
41008,804017918,Start,Amadou Ali,Cameroon
41009,804018099,Start,Ma Midi,China
41010,804018714,C,Ed Martin (Missouri politician),United States
41011,804018841,GA,Brian Pallister,Canada
41012,804027416,Start,Shib Narayan Das,Bangladesh
41013,804027488,Start,Frank Lui,Niuean
41014,804030176,C,Nikolai Valuev,Russia
41015,804030279,C,Mehmed Alajbegović,Bosnia-Herzegovina
41016,804032165,B,Wilton Mkwayi,South Africa
41017,804033853,Stub,Thomas Holenstein,Switzerland
41018,804035264,Start,"Charles, marquis de La Valette",France
41019,804035364,Start,Rodolfo Beltrán Bravo,Peru
41020,804036210,Start,Lindsay Perigo,New Zealand
41021,804037337,Start,Henry de Lesquen,France
41022,804037480,Stub,Palten Gurung,Nepal
41023,804038363,Start,Boren family,United States
41024,804040348,Start,Frank Rhodes (British Army officer),Rhodesian
41025,804042739,Stub,Mohan Bahadur Basnet,Nepal
41026,804043583,Stub,Hargovind Bhargava,India
41027,804043646,GA,Margaret Hodge,United Kingdom
41028,804044053,Stub,Kapil Krishna Thakur,India
41029,804044992,Start,Frank Stewart,Australia
41030,804045311,Stub,Valeriu Lazăr,Moldova
41031,804045962,Stub,Billy Kaunda,Malawi
41032,804050234,Stub,Phan Thanh Liêm,Vietnam
41033,804051107,Stub,Iliyan Todorov,Bulgaria
41034,804051308,C,President of Haiti,Haiti
41035,804051406,C,Bùi Tín,Vietnam
41036,804051551,C,Charles E. Phelps,United States
41037,804051970,Stub,Viktor Tolokonsky,Russia
