,page,country,rev_id,quality,population,region
35571,David Tennant (politician),Cape Colony,798742813,C,,
35590,Kennedy Simmonds,Saint Kitts and Nevis,798766032,Stub,,
35608,Jan Krejčí,Czech Republic,798796793,B,,
35618,Le Tagaloa Pita,Samoan,798807561,Start,,
35658,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,Stub,,
35665,Ebenezer Joshua,Saint Vincent and the Grenadines,798864996,Start,,
35725,Marisol Argueta de Barillas,Salvadoran,798896224,Start,,
35795,Radek John,Czech Republic,798944631,Stub,,
35798,Medard Mulangala,"Congo, Dem. Rep. of",798948484,C,,
35814,Arsénio Bano,East Timorese,798969127,Stub,,
35901,Morella Joseph,Saint Lucian,799034545,Stub,,
35921,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,Stub,,
35938,Nino Konis Santana,East Timorese,799059687,Stub,,
35941,Léon Konan Koffi,Ivorian,799061508,Stub,,
35971,Lee Nak-hoon,South Korean,799083872,C,,
36065,David Payton,Tokelauan,799209983,Stub,,
36076,David Romero Ellner,Hondura,799220342,Start,,
36172,Norma Haydee Calderón,Hondura,799300330,Stub,,
36176,Jan Jesenius,Czech Republic,799301686,C,,
36188,Donaldson Romeo,Montserratian,799317293,Start,,
36198,Fernand Kazadi,"Congo, Dem. Rep. of",799328311,Start,,
36200,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,Stub,,
36207,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,Start,,
36210,Alan David Butler,Rhodesian,799332728,Start,,
36215,Leonid Tibilov,South Ossetian,799335775,Start,,
36219,Timothy Harris,Saint Kitts and Nevis,799339256,Start,,
36222,Olman Danery Maldonado,Hondura,799341541,Stub,,
36252,Andries Stockenström,Cape Colony,799373837,B,,
36375,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,C,,
36386,Paul Yao N'Dré,Ivorian,799484902,C,,
36424,George Carteret,Jersey,799514955,C,,
36450,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,Start,,
36466,Moosa AbdulRahman Hassan,Omani,799540696,C,,
36483,Jack William Pithey,Rhodesian,799548505,Start,,
36484,President of Rhodesia,Rhodesian,799548556,C,,
36487,Gerard Bromley Robert Christian,Pitcairn Islands,799551777,Stub,,
36488,Ivan Christian,Pitcairn Islands,799551778,Stub,,
36489,Pervis Ferris Young,Pitcairn Islands,799551779,Stub,,
36490,Thursday October Christian II,Pitcairn Islands,799551780,Start,,
36491,Brenda Christian,Pitcairn Islands,799551784,Start,,
36528,President of East Timor,East Timorese,799570306,Start,,
36569,Denis Walker,Rhodesian,799608339,C,,
36577,Garri Aiba,Abkhazia,799618550,Start,,
36705,Jim Marurai,Cook Island,799769949,C,,
36788,Pearlette Louisy,Saint Lucian,799842307,C,,
36811,Daniel Kablan Duncan,Ivorian,799873303,Start,,
36861,Ekila Liyonda,"Congo, Dem. Rep. of",799913697,Start,,
36868,René Emilio Ponce,Salvadoran,799918049,Stub,,
36889,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,Start,,
36892,Ouboutou Tegremante,Saint Kitts and Nevis,799930780,Stub,,
36907,Yoo Il-ho,South Korean,799945764,Stub,,
37040,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,Stub,,
37072,Augustin Thiam,Ivorian,800116906,Start,,
37096,Shawn Christian (mayor),Pitcairn Islands,800137512,Start,,
37140,Charles Henry Darling,Cape Colony,800159179,Start,,
37156,Silvia Ayala,Hondura,800166969,Stub,,
37158,Simone Gbagbo,Ivorian,800169882,C,,
37267,James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111,Start,,
37269,Park Young-sun,South Korean,800258105,Start,,
37430,Laurent Nkunda,"Congo, Dem. Rep. of",800298783,C,,
37538,James Cowden,Rhodesian,800407772,Stub,,
37545,Herbert Chitepo,Rhodesian,800416336,C,,
37630,Guillermo Ungo,Salvadoran,800478736,Stub,,
37633,Thomas Nangle,Rhodesian,800479460,Start,,
37646,"Statue of Paul Kruger, Church Square",South African Republic,800488968,Start,,
37667,Christophe Gbenye,"Congo, Dem. Rep. of",800537411,Start,,
37674,Josef Ježek,Czech Republic,800555146,Start,,
37750,Ricardo Álvarez Arias,Hondura,800643446,Stub,,
37755,Sotsha Dlamini,Swaziland,800650407,Stub,,
37807,Stanislaus A. James,Saint Lucian,800680583,Start,,
37823,Stephenson King,Saint Lucian,800696547,C,,
37838,Stuart Syvret,Jersey,800714278,GA,,
37857,Høgni Hoydal,Faroese,800723683,Start,,
37885,Džordže Arsov,Macedonia,800739330,Start,,
37898,Henriette Diabaté,Ivorian,800750399,Start,,
37903,Jana Bobošíková,Czech Republic,800754664,Start,,
37913,John Paterson (Cape politician),Cape Colony,800767317,C,,
38020,Inga Rhonda King,Saint Vincent and the Grenadines,800881284,Start,,
38022,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412,Start,,
38045,Kwon Young-ghil,South Korean,800896932,Start,,
38046,In Jae-keun,South Korean,800896981,Stub,,
38071,Viktor Dyk,Czech Republic,800925236,C,,
38072,Alois Jirásek,Czech Republic,800925518,C,,
38139,Timothy Stamps,Rhodesian,800986051,C,,
38180,Turpal-Ali Atgeriyev,Chechen,801036587,Start,,
38200,Aveau Niko Palamo,Samoan,801057378,Stub,,
38214,Edmund Estephane,Saint Lucian,801070713,Stub,,
38227,Eduard Kokoity,South Ossetian,801087048,C,,
38243,Vaughan Lewis,Saint Lucian,801096569,Start,,
38261,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,Start,,
38269,Moïse Tshombe,"Congo, Dem. Rep. of",801110165,C,,
38271,Godefroid Munongo,"Congo, Dem. Rep. of",801112469,Start,,
38315,Mark Gosche,Samoan,801142102,C,,
38343,Edward Trevor (Jersey),Jersey,801172575,Start,,
38347,Premier of Montserrat,Montserratian,801175821,Start,,
38348,Lauaki Namulauulu Mamoe,Samoan,801175876,C,,
38349,List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,Start,,
38359,Tufuga Efi,Samoan,801182300,C,,
38363,Salamasina,Samoan,801186581,Start,,
38375,Efraín Bu Girón,Hondura,801194944,Stub,,
38396,Tupua Tamasese Meaʻole,Samoan,801213484,Stub,,
38531,Winston Cenac,Saint Lucian,801276622,Stub,,
38540,Félix Houphouët-Boigny,Ivorian,801282263,B,,
38544,Philip Ozouf Jr,Jersey,801284949,C,,
38547,Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101,Start,,
38674,Thomas Kanza,"Congo, Dem. Rep. of",801348128,GA,,
38675,John X. Merriman,Cape Colony,801351302,C,,
38691,Abdullah Al Saidi,Omani,801364408,Stub,,
38709,Head of Government of Tokelau,Tokelauan,801375710,Start,,
38764,Walter Antonio Chávez,Hondura,801414837,Stub,,
38768,Mpilo Walter Benson Rubusana,Cape Colony,801417570,Start,,
38893,Elvia Josefina Amador,Hondura,801499755,Stub,,
38985,Dmitry Sanakoyev,South Ossetian,801560549,Start,,
38989,Emma Hippolyte,Saint Lucian,801563305,Stub,,
38993,Emma Kruse Va'ai,Samoan,801564093,Start,,
38998,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,C,,
39030,Túpac Amaru,Incan,801587917,C,,
39075,Template:British Governors of the Cape Colony,Cape Colony,801627088,Stub,,
39078,Falima Teao,Tokelauan,801630990,Stub,,
39095,Kristina Háfoss,Faroese,801638146,Start,,
39162,Sam Levy,Rhodesian,801716406,Start,,
39164,Humphrey Gibbs,Rhodesian,801718040,C,,
39204,Tupua Tamasese,Samoan,801746626,Stub,,
39215,Joseph Okito,"Congo, Dem. Rep. of",801770255,Start,,
39226,P. K. van der Byl,Rhodesian,801795215,FA,,
39282,Savo Klimovski,Macedonia,801846630,Stub,,
39292,Henry Hugh Clifford,Cape Colony,801856640,C,,
39314,Clifford Dupont,Rhodesian,801876681,C,,
39315,Krugersdorp,South African Republic,801877418,C,,
39383,James Tennant Molteno,Cape Colony,801935094,C,,
39388,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,C,,
39399,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,Start,,
39405,Tupua Tamasese Lealofi III,Samoan,801944573,Start,,
39420,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,Start,,
39431,Adriana Krnáčová,Czech Republic,801972898,Start,,
39465,Marlon Tábora Muñoz,Hondura,802009929,C,,
39467,Olaf Frederick Nelson,Samoan,802011301,Start,,
39470,Ondřej Liška,Czech Republic,802013967,Stub,,
39484,Zhiuli Shartava,Abkhazia,802029007,Start,,
39500,List of heads of government of Ivory Coast,Ivorian,802048749,Start,,
39509,Marcel Chládek,Czech Republic,802054500,Stub,,
39510,Miroslava Kopicová,Czech Republic,802055280,Stub,,
39511,Milan Chovanec,Czech Republic,802060218,Stub,,
39512,František Bublan,Czech Republic,802060471,Stub,,
39517,Jiří Dienstbier Jr.,Czech Republic,802069244,C,,
39524,Estanislau da Silva,East Timorese,802072802,C,,
39527,Antonio Saca,Salvadoran,802075785,C,,
39600,Labotsibeni Mdluli,Swaziland,802149787,C,,
39604,Lance Smith (politician),Rhodesian,802151785,GA,,
39606,Alphonse Songolo,"Congo, Dem. Rep. of",802154801,C,,
39640,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,Start,,
39652,Va'aletoa Sualauvi II,Samoan,802218035,Start,,
39689,Eustace John,Saint Kitts and Nevis,802273418,Stub,,
39737,Said bin Taimur,Omani,802317488,C,,
39776,Táňa Fischerová,Czech Republic,802360196,C,,
39781,Václav Jehlička,Czech Republic,802365998,Stub,,
39788,Michel Amani N'Guessan,Ivorian,802374350,Stub,,
39819,Richard Weston (treasurer),Guernsey,802409654,C,,
39820,Jules Mutebusi,"Congo, Dem. Rep. of",802411491,Start,,
39833,Viliam Široký,Czech Republic,802416926,Stub,,
40035,Sirið Stenberg,Faroese,802476681,Start,,
40063,Eyðgunn Samuelsen,Faroese,802515495,Start,,
40088,Miroslav Lidinský,Czech Republic,802531379,Start,,
40091,Peter Crill,Jersey,802532217,C,,
40238,Akhmad Kadyrov,Chechen,802665757,C,,
40333,Kang Kum-sil,South Korean,802728876,Stub,,
40380,José Ramos-Horta,East Timorese,802765398,C,,
40444,Petr Cibulka,Czech Republic,802834939,Start,,
40471,Faumuina Tiatia Liuga,Samoan,802850235,Start,,
40509,Anna Šabatová,Czech Republic,802875800,Stub,,
40513,Vadim Brovtsev,South Ossetian,802882186,GA,,
40521,Jeanne Gervais,Ivorian,802893546,Stub,,
40522,Gladys Anoma,Ivorian,802893568,Stub,,
40526,Bernard Binlin Dadié,Ivorian,802904214,TextDeleted: Text deleted (datasource.revision.text),,
40530,"John Carteret, 2nd Earl Granville",Jersey,802912550,C,,
40555,Edva Jacobsen,Faroese,802925425,Stub,,
40560,Desmond Lardner-Burke,Rhodesian,802930161,B,,
40585,Hugo Lindo,Salvadoran,802944082,Start,,
40590,Dzhokhar Dudayev,Chechen,802950350,C,,
40592,Marco Aurelio Soto,Hondura,802955117,Start,,
40596,Park Yong-ok,South Korean,802955917,Stub,,
40638,Yuri Voronov,Abkhazia,803018106,Stub,,
40664,Fernando de Araújo (East Timorese politician),East Timorese,803043434,C,,
40721,Alajdin Demiri,Macedonia,803102189,Stub,,
40759,Aksel V. Johannesen,Faroese,803145744,Start,,
40791,Ilyas Akhmadov,Chechen,803177211,Start,,
40792,Leander Starr Jameson,Cape Colony,803177433,C,,
40885,Henry Bartle Frere,Cape Colony,803288472,B,,
40901,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,C,,
40928,Adolph Aloys von Braun,Czech Republic,803332354,C,,
40931,Pierre Mulele,"Congo, Dem. Rep. of",803335436,C,,
40972,Jeon Hye-sook,South Korean,803383030,Stub,,
40977,Toke Talagi,Niuean,803392432,C,,
41001,Darius J. Pearce,Jersey,803416400,C,,
41013,Kasongo Munganga,"Congo, Dem. Rep. of",803421580,C,,
41031,Dana Bérová,Czech Republic,803438779,Stub,,
41065,Ruslan Gelayev,Chechen,803469952,B,,
41181,Pachacuti,Incan,803601556,C,,
41188,Head of the Republic of Dagestan,Dagestani,803611453,Start,,
41198,Taur Matan Ruak,East Timorese,803615826,C,,
41201,"Henry Loch, 1st Baron Loch",Cape Colony,803618569,C,,
41204,John Bredenkamp,Rhodesian,803620246,C,,
41236,Djóni í Geil,Faroese,803656387,Start,,
41239,František Palacký,Czech Republic,803658529,C,,
41245,Lúcia Lobato,East Timorese,803664269,Start,,
41256,Schafik Handal,Salvadoran,803674894,Start,,
41284,Miroslav Kostelka,Czech Republic,803709959,Stub,,
41304,John Compton,Saint Lucian,803737879,B,,
41395,Martin Barták,Czech Republic,803793256,Stub,,
41397,Karolína Peake,Czech Republic,803794383,Start,,
41405,Arnoldo José Avilés García,Hondura,803808871,Stub,,
41422,Robert Guéï,Ivorian,803820918,Start,,
41425,List of heads of state of Ivory Coast,Ivorian,803821448,Start,,
41439,Coronado Chávez,Hondura,803835401,Stub,,
41441,Florencio Xatruch,Hondura,803835755,Start,,
41442,Ramón Villeda Morales,Hondura,803836305,Start,,
41443,Roberto Suazo Córdova,Hondura,803836472,Stub,,
41444,Rafael Leonardo Callejas Romero,Hondura,803836551,C,,
41445,Kim Un-yong,South Korean,803838269,Start,,
41515,Francis Dundas,Cape Colony,803908887,Start,,
41525,Kenny Anthony,Saint Lucian,803917686,C,,
41543,Ana Vilma de Escobar,Salvadoran,803927035,C,,
41564,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525,Start,,
41594,Francis Wodié,Ivorian,803941004,C,,
41620,Francisco Xavier do Amaral,East Timorese,803969836,C,,
41652,Petr Ježek,Czech Republic,803983301,Start,,
41688,Frank Lui,Niuean,804027488,Start,,
41699,Frank Rhodes (British Army officer),Rhodesian,804040348,Start,,
41754,Denzil Douglas,Saint Kitts and Nevis,804081241,Start,,
41783,František Udržal,Czech Republic,804093764,Stub,,
41791,Ernest Lucas Guest,Rhodesian,804101492,FA,,
41803,List of vice-presidents of Ivory Coast,Ivorian,804108433,Stub,,
41826,Vicente Mejía Colindres,Hondura,804127803,Stub,,
41827,Miguel Paz Barahona,Hondura,804127877,Stub,,
41828,Rafael López Gutiérrez,Hondura,804128734,Stub,,
41830,Francisco Bertrand,Hondura,804129698,Stub,,
41831,Miguel R. Dávila,Hondura,804130200,Stub,,
41832,Manuel Bonilla,Hondura,804130440,Stub,,
41835,Terencio Sierra,Hondura,804131272,Stub,,
41836,Policarpo Bonilla,Hondura,804131604,Start,,
41838,Ponciano Leiva,Hondura,804131948,Stub,,
41842,José María Medina,Hondura,804133123,Start,,
41843,José Santos Guardiola,Hondura,804133555,Start,,
41844,Juan Lindo,Salvadoran,804134156,Start,,
41847,José Lino Matute,Hondura,804138803,Stub,,
41848,José Santiago Bueso,Hondura,804139010,Stub,,
41849,Francisco de Aguilar (politician),Hondura,804139208,Stub,,
41850,José Francisco Montes,Hondura,804139258,Stub,,
41852,Victoriano Castellanos,Hondura,804139730,Start,,
41853,Francisco Inestroza,Hondura,804139800,Stub,,
41854,Francisco Cruz Castro,Hondura,804139868,Stub,,
41855,Marcelino Mejía,Hondura,804140099,Stub,,
41856,Crescencio Gómez,Hondura,804140159,Stub,,
41857,Miguel Oquelí Bustillo,Hondura,804140314,Stub,,
41858,Francisco Bueso,Hondura,804140447,Stub,,
41863,Adan Ahmed Elmi,Somaliland,804143605,Stub,,
41884,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057,C,,
41916,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,GA,,
41984,Ben Viljoen,South African Republic,804250196,C,,
42018,President of Ichkeria,Chechen,804275742,Start,,
42020,Said-Khasanom Abumuslimov,Chechen,804276832,Stub,,
42021,Vakha Arsanov,Chechen,804276940,C,,
42022,Lowry Cole,Cape Colony,804277547,Start,,
42023,Shamil Basayev,Chechen,804277603,B,,
42024,Supyan Abdullayev,Chechen,804277842,Start,,
42031,Zelimkhan Yandarbiyev,Chechen,804279009,C,,
42032,Aslan Maskhadov,Chechen,804279119,C,,
42033,Abdul-Halim Sadulayev,Chechen,804279165,C,,
42034,Dokka Umarov,Chechen,804279341,B,,
42061,Malietoa Tanumafili II,Samoan,804303257,C,,
42131,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,GA,,
42138,"Sir David Baird, 1st Baronet",Cape Colony,804362436,C,,
42147,Alan Simon Crowcroft,Jersey,804372746,Start,,
42153,Fuimaono Naoia Tei,Samoan,804379271,Stub,,
42154,Fuiono Senio,Samoan,804379277,Stub,,
42192,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,Stub,,
42284,James Rose Innes,Cape Colony,804497413,GA,,
42327,Túpac Katari,Incan,804527512,C,,
42330,Mauricio Funes,Salvadoran,804528819,GA,,
42335,Havilland de Sausmarez,Guernsey,804532628,Start,,
42347,Vice President of El Salvador,Salvadoran,804538892,Start,,
42372,Tapa Tchermoeff,Chechen,804557776,Start,,
42383,Václav Havel,Czech Republic,804569724,C,,
42399,Pavel Fischer,Czech Republic,804582256,Stub,,
42406,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,GA,,
42407,Gabriela Nuñez,Hondura,804587565,Start,,
42414,Eva Tylová,Czech Republic,804591494,Stub,,
42427,Francisco Flores Pérez,Salvadoran,804606321,C,,
42433,Vyacheslav Bitarov,Ossetian,804609656,Stub,,
42434,Tamerlan Aguzarov,Ossetian,804609900,Stub,,
42457,President of Macedonia,Macedonia,804647547,C,,
42464,Godfrey Chidyausiku,Rhodesian,804650400,Start,,
42467,Tsandzile Dlamini,Swaziland,804656330,Start,,
42525,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,Stub,,
42527,Krugerrand,South African Republic,804713000,C,,
42529,Dana Jurásková,Czech Republic,804715205,Stub,,
42530,Svatopluk Němeček,Czech Republic,804715467,Stub,,
42564,Richard Hope Hall,Rhodesian,804743937,GA,,
42574,Kiro Gligorov,Macedonia,804752356,C,,
42621,Crosaire,Rhodesian,804806363,Start,,
42628,José Napoleón Duarte,Salvadoran,804809409,C,,
42640,Sim Sang-jung,South Korean,804816596,C,,
42642,Kim So-yeon (activist),South Korean,804817210,C,,
42651,Richard Brabec,Czech Republic,804820949,Stub,,
42698,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,Start,,
42703,Jan Fischer (politician),Czech Republic,804868436,C,,
42705,Martin Pecina,Czech Republic,804869147,Stub,,
42711,Vlasta Parkanová,Czech Republic,804871394,Stub,,
42719,Gaston Thornicroft,Rhodesian,804877226,Start,,
42720,Martin Bursík,Czech Republic,804879673,Start,,
42841,Cuthbert Sebastian,Saint Kitts and Nevis,804942241,Start,,
42845,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,C,,
42909,Yi Yun-yong,South Korean,804962117,Stub,,
42910,Byeon Yeong-tae,South Korean,804962160,Stub,,
42911,Lee Beom-seok (foreign minister),South Korean,804962170,Stub,,
42919,Vicente Guterres,East Timorese,804966906,Start,,
42923,Yoo Chang-soon,South Korean,804968129,Stub,,
42924,Lee Hyun-jae,South Korean,804968364,Stub,,
42925,Hyun Soong-jong,South Korean,804968483,Stub,,
42931,Yun Byung-se,South Korean,804971432,Stub,,
42932,Kim Sung-hwan (politician),South Korean,804971477,Stub,,
42934,Kim Suk-soo,South Korean,804971686,Stub,,
42935,Kim Hwang-sik,South Korean,804971888,C,,
42937,Chang Sang,South Korean,804972263,Stub,,
42978,Armando Calderón Sol,Salvadoran,804991452,Start,,
43052,Lubomír Zaorálek,Czech Republic,805037426,Start,,
43054,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,B,,
43060,Amadou Gon Coulibaly,Ivorian,805044583,Start,,
43072,Chang Taek-sang,South Korean,805053478,Start,,
43075,Augusto Coello,Hondura,805055004,Stub,,
43087,Gennadi Berulava,Abkhazia,805063877,Stub,,
43112,Radola Gajda,Czech Republic,805084705,C,,
43115,Maurice Mpolo,"Congo, Dem. Rep. of",805086693,C,,
43178,William Bailhache,Jersey,805135198,Stub,,
43179,Michael Birt (barrister),Jersey,805136001,Start,,
43180,Frank Ereaut,Jersey,805136113,Start,,
43181,Robert Pipon Marett,Jersey,805136184,Start,,
43228,Nicolaas Frederic de Waal,Cape Colony,805157563,Stub,,
43231,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,Stub,,
43251,Karel Schwarzenberg,Czech Republic,805176779,C,,
43255,Vlasta Svobodová,Czech Republic,805179298,Stub,,
43263,Rui Maria de Araújo,East Timorese,805183458,Start,,
43357,George Romeo Silvestri,Hondura,805248828,Stub,,
43402,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,Start,,
43428,Lim Su-kyung,South Korean,805293256,C,,
43499,Ondřej Přikryl,Czech Republic,805352758,Start,,
43502,Fidel Sánchez Hernández,Salvadoran,805353238,Start,,
43521,Germain Katanga,"Congo, Dem. Rep. of",805368981,GA,,
43524,"James Graham, 7th Duke of Montrose",Rhodesian,805372073,C,,
43626,Milada Horáková,Czech Republic,805439919,C,,
43699,Rafael Antonio Gutiérrez,Salvadoran,805474907,Start,,
43700,Hilaria Supa,Incan,805475200,C,,
43741,Freddie Cohen,Jersey,805499715,C,,
43789,Daniel Kanza,"Congo, Dem. Rep. of",805523382,Start,,
43858,Michael Pilgrim,Saint Lucian,805577053,Stub,,
43924,Salvador Nasralla,Hondura,805625721,Start,,
43968,Pa Tepaeru Terito Ariki,Cook Island,805657875,C,,
43993,"John Charles Molteno, Jr.",Cape Colony,805678535,C,,
44096,Edmund Andros,Guernsey,805755298,B,,
44123,Guram Gabiskiria,Abkhazia,805775169,Start,,
44157,Umar Dzhabrailov,Chechen,805794113,C,,
44199,Mayor of the City of Skopje,Macedonia,805813045,C,,
44216,Martin Holcát,Czech Republic,805824502,Stub,,
44233,Gilbert Pongo,"Congo, Dem. Rep. of",805835265,C,,
44236,Muhammad Haji Ibrahim Egal,Somaliland,805840190,C,,
44292,Ramzan Kadyrov,Chechen,805869321,FA,,
44296,Template:Rojava-politician-stub,Rojava,805873292,Stub,,
44297,Hediya Yousef,Rojava,805873719,C,,
44298,Mansur Selum,Rojava,805873803,Stub,,
44299,Gjorge Ivanov,Macedonia,805874186,GA,,
44359,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,C,,
44374,Kruger National Park,South African Republic,805927999,GA,,
44402,Allen Chastanet,Saint Lucian,805945778,Start,,
44404,Alena Dernerová,Czech Republic,805946007,Stub,,
44413,Ki Dong-min,South Korean,805956890,Start,,
44426,Ahrn Palley,Rhodesian,805960143,C,,
44432,Baklai Temengil,Palauan,805961817,Start,,
44433,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,C,,
44440,Nestor Lakoba,Abkhazia,805967589,C,,
44460,Edmundo Orellana,Hondura,805984131,Stub,,
44469,Shin Sung-mo,South Korean,805991409,Stub,,
44495,Irma Dimas,Salvadoran,806010405,Start,,
44499,Annita á Fríðriksmørk,Faroese,806011231,Start,,
44552,Marian Jurečka,Czech Republic,806049453,Stub,,
44559,O le Ao o le Malo,Samoan,806055721,GA,,
44562,Manuel José Arce,Salvadoran,806057984,Start,,
44585,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,Stub,,
44589,Chun Jung-bae,South Korean,806073279,Start,,
44591,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,Start,,
44604,Pavel Bělobrádek,Czech Republic,806085100,Stub,,
44630,President of El Salvador,Salvadoran,806101149,Stub,,
44658,Han Duck-soo,South Korean,806124709,Start,,
44675,Francisco Guterres,East Timorese,806140876,Start,,
44683,Roh Tae-woo,South Korean,806145466,C,,
44690,Allan Savory,Rhodesian,806153816,GA,,
44694,Josif Mihajlović Jurukovski,Macedonia,806155912,Start,,
44751,Rafael Pineda Ponce,Hondura,806178799,C,,
44757,Han Myeong-sook,South Korean,806182207,C,,
44765,Choo Mi-ae,South Korean,806184478,C,,
44772,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,Start,,
44773,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,C,,
44824,Zoran Jolevski,Macedonia,806217021,C,,
44827,Alassane Ouattara,Ivorian,806218350,B,,
44847,Dan Ťok,Czech Republic,806231200,Stub,,
44881,Jonathan Kings,Tokelauan,806257719,Stub,,
44883,Administrator of Tokelau,Tokelauan,806258588,Start,,
44919,Hortense Aka-Anghui,Ivorian,806287770,Start,,
44996,Na Kyung-won,South Korean,806319565,Start,,
45041,Gordon Sprigg,Cape Colony,806340214,C,,
45101,List of mayors of Goma,"Congo, Dem. Rep. of",806372703,Stub,,
45118,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,Start,,
45143,Min Byung-doo,South Korean,806399005,Start,,
45158,Governor-General of Saint Lucia,Saint Lucian,806408228,C,,
45166,Governor of Montserrat,Montserratian,806415676,Start,,
45178,Dagobert Banzio,Ivorian,806421729,Start,,
45217,Choe Kwang-shik,South Korean,806439224,Stub,,
45240,Choi Kyu-hah,South Korean,806462613,C,,
45274,Jiří Dienstbier,Czech Republic,806490518,Stub,,
45310,Zoran Zaev,Macedonia,806504184,C,,
45311,Rudolf Slánský,Czech Republic,806504904,C,,
45324,Won Sei-hoon,South Korean,806511942,Stub,,
45325,Won Yoo-chul,South Korean,806512047,Stub,,
45341,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,Start,,
45354,Ian Smith,Rhodesian,806532780,FA,,
45358,Alexandr Vondra,Czech Republic,806537585,C,,
45361,Jaroslav Šedivý,Czech Republic,806538241,Stub,,
45362,Cyril Svoboda,Czech Republic,806538320,C,,
45365,Jan Kohout,Czech Republic,806539480,Stub,,
45377,André Lubaya,"Congo, Dem. Rep. of",806545614,Start,,
45401,Kim Boo-kyum,South Korean,806555857,Start,,
45406,Miloš Vystrčil,Czech Republic,806558617,Stub,,
45409,Mimi Karlsen,Greenlandic,806560929,Stub,,
45417,Alois Eliáš,Czech Republic,806566913,C,,
45424,Jan Skopeček (politician),Czech Republic,806569308,Stub,,
45443,Miloslav Ludvík,Czech Republic,806586185,Stub,,
45447,Baek Du-jin,South Korean,806590508,Stub,,
45504,Martin Kupka,Czech Republic,806636602,Stub,,
45549,Cecil Rhodes,Cape Colony,806647373,B,,
45556,Matěj Stropnický,Czech Republic,806650264,Stub,,
45576,"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440,Stub,,
45582,Joan Viliamu,Niuean,806666816,Stub,,
45590,Petr Šimerka,Czech Republic,806669645,Stub,,
45591,Jaromír Drábek,Czech Republic,806669709,Stub,,
45592,Ludmila Müllerová,Czech Republic,806669752,Stub,,
45598,Jan Veleba (politician),Czech Republic,806672899,Stub,,
45599,František Ringo Čech,Czech Republic,806673245,Stub,,
45602,Michaela Marksová,Czech Republic,806673585,Stub,,
45656,Robert Pelikán,Czech Republic,806708361,Stub,,
45657,Karla Šlechtová,Czech Republic,806708532,Stub,,
45675,Stanislav Gross,Czech Republic,806720477,C,,
45689,Martin Stropnický,Czech Republic,806729653,Stub,,
45690,Tony Abbott (governor),Montserratian,806730593,Stub,,
45691,José Matías Delgado,Salvadoran,806731535,C,,
45701,Tom Marsters,Cook Island,806739780,Start,,
45719,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,Start,,
45734,Leoš Heger,Czech Republic,806751902,Stub,,
45758,Túpac Amaru II,Incan,806761543,C,,
45822,Selvin Laínez,Hondura,806796619,Stub,,
45824,Park Chung-hee,South Korean,806801805,C,,
45898,Anatoly Bibilov,Ossetian,806832826,Start,,
45905,Teuta Arifi,Macedonia,806835501,Start,,
